condition,algorithm,ae,wur,coverage,cf_transitions
symmetric,cf_only,0.0,0.17497842599600924,1.0,388.0
symmetric,full_rfl,0.19903836541794567,0.326778687011239,1.0,93.06666666666666
symmetric,oracle_upper,0.0,0.17497842599600924,1.0,0.0
clean,immediate,0.17033456596817856,0.008109524619056068,0.6666666666666666,0.0
clean,pe_seq,0.38971275345846335,0.44998099543015047,1.0,0.0
clean,cf_only,0.0,0.17796324234198407,1.0,387.8888888888889
clean,full_rfl,0.18628421797741324,0.3277063742305417,1.0,93.41111111111111
clean,oracle_upper,0.0,0.17796324234198407,1.0,0.0
symmetric,immediate,0.523266110597262,0.44688330083305255,0.6888888888888889,0.0
symmetric,pe_seq,0.4565624332142147,0.503304230344094,1.0,0.0
symmetric,cf_only,0.0,0.17796324234198407,1.0,387.8888888888889
symmetric,full_rfl,0.19797364532030437,0.3238317088058173,1.0,90.0111111111111
symmetric,oracle_upper,0.0,0.17796324234198407,1.0,0.0
clean,immediate,0.169448362936367,0.006697796929803096,0.6666666666666666,0.0
clean,pe_seq,0.38705165758640653,0.44661019639532695,1.0,0.0
clean,cf_only,0.0,0.17643845250287646,1.0,389.35555555555555
clean,full_rfl,0.18662488987366252,0.3288028002998052,1.0,94.0
clean,oracle_upper,0.0,0.17643845250287646,1.0,0.0
symmetric,immediate,0.39613005289960546,0.28651161651204965,0.6888888888888889,0.0
symmetric,pe_seq,0.45281224919232255,0.49764260745558225,1.0,0.0
symmetric,cf_only,0.0,0.17643845250287646,1.0,389.35555555555555
symmetric,full_rfl,0.1949706336407042,0.32665688589732406,1.0,93.57777777777778
symmetric,oracle_upper,0.0,0.17643845250287646,1.0,0.0
clean,immediate,0.1687480354507276,0.00564730570134403,0.6666666666666666,0.0
clean,pe_seq,0.38572875462979983,0.4442660590354388,1.0,0.0
clean,cf_only,0.0,0.17555836614052722,1.0,390.6111111111111
clean,full_rfl,0.18661254244629155,0.32816063227845893,1.0,93.77777777777777
clean,oracle_upper,0.0,0.17555836614052722,1.0,0.0
