condition,algorithm,ae,wur,coverage,cf_transitions
clean,cf_only,0.0,0.17631646620741923,1.0,388.55555555555554
clean,full_rfl,0.18684289871561413,0.3288065159695291,1.0,94.58888888888889
clean,oracle_upper,0.0,0.17631646620741923,1.0,0.0
symmetric,immediate,0.43012970507329656,0.3300360685955116,0.7333333333333333,0.0
symmetric,pe_seq,0.4546130720335968,0.5039397447777074,1.0,0.0
symmetric,cf_only,0.0,0.17631646620741923,1.0,388.55555555555554
symmetric,full_rfl,0.19756641504538353,0.3274752192141795,1.0,93.22222222222223
symmetric,oracle_upper,0.0,0.17631646620741923,1.0,0.0
clean,immediate,0.16945660505939605,0.006709292598277678,0.6666666666666666,0.0
clean,pe_seq,0.3898009476122948,0.4490902562376505,1.0,0.0
clean,cf_only,0.0,0.1759743847184529,1.0,387.0777777777778
clean,full_rfl,0.18659630941688796,0.3270330040412363,1.0,92.93333333333334
clean,oracle_upper,0.0,0.1759743847184529,1.0,0.0
symmetric,immediate,0.44604628540989844,0.3553277747430903,0.7111111111111111,0.0
symmetric,pe_seq,0.46838625150002666,0.5130704799498735,1.0,0.0
symmetric,cf_only,0.0,0.1759743847184529,1.0,387.0777777777778
symmetric,full_rfl,0.20023086687908773,0.3266727783302196,1.0,89.92222222222222
symmetric,oracle_upper,0.0,0.1759743847184529,1.0,0.0
clean,immediate,0.16903461219023733,0.006160461468213219,0.6666666666666666,0.0
clean,pe_seq,0.38960841958934905,0.44807160191625783,1.0,0.0
clean,cf_only,0.0,0.17542636809115844,1.0,387.72222222222223
clean,full_rfl,0.18707449690582492,0.32852554782034243,1.0,94.16666666666667
clean,oracle_upper,0.0,0.17542636809115844,1.0,0.0
symmetric,immediate,0.4686022450518528,0.33469135454993226,0.6888888888888889,0.0
symmetric,pe_seq,0.45950433720513534,0.504542229534334,1.0,0.0
symmetric,cf_only,0.0,0.17542636809115844,1.0,387.72222222222223
symmetric,full_rfl,0.19768842642482468,0.3260596241254776,1.0,93.24444444444444
symmetric,oracle_upper,0.0,0.17542636809115844,1.0,0.0
clean,immediate,0.16949495693617192,0.006765085381303465,0.6666666666666666,0.0
clean,pe_seq,0.39130158300513296,0.4504983968406691,1.0,0.0
clean,cf_only,0.0,0.17595376874054894,1.0,385.9555555555556
clean,full_rfl,0.18567605975676732,0.3233124653561231,1.0,90.41111111111111
clean,oracle_upper,0.0,0.17595376874054894,1.0,0.0
symmetric,immediate,0.39030691041305776,0.2865579762358864,0.6888888888888889,0.0
symmetric,pe_seq,0.4692263154922092,0.5080338485569266,1.0,0.0
symmetric,cf_only,0.0,0.17595376874054894,1.0,385.9555555555556
symmetric,full_rfl,0.19212116249052513,0.318092726214256,1.0,91.21111111111111
symmetric,oracle_upper,0.0,0.17595376874054894,1.0,0.0
clean,immediate,0.16973644789827805,0.007129056856600674,0.6666666666666666,0.0
clean,pe_seq,0.39017256931778765,0.4497104319008363,1.0,0.0
clean,cf_only,0.0,0.17643492171964398,1.0,387.2
clean,full_rfl,0.1859106267334052,0.3272654237990224,1.0,92.9888888888889
clean,oracle_upper,0.0,0.17643492171964398,1.0,0.0
symmetric,immediate,0.506259063155501,0.38638404426464046,0.6666666666666666,0.0
symmetric,pe_seq,0.46515160247361537,0.5047470750456714,1.0,0.0
symmetric,cf_only,0.0,0.17643492171964398,1.0,387.2
symmetric,full_rfl,0.19808746233537408,0.329749574237318,1.0,95.8
symmetric,oracle_upper,0.0,0.17643492171964398,1.0,0.0
clean,immediate,0.1699004801410581,0.007375972736839704,0.6666666666666666,0.0
clean,pe_seq,0.3897149153049543,0.44944482667146146,1.0,0.0
clean,cf_only,0.0,0.17717393178378005,1.0,388.3666666666667
clean,full_rfl,0.18715592419826013,0.32912721568579056,1.0,95.12222222222222
clean,oracle_upper,0.0,0.17717393178378005,1.0,0.0
symmetric,immediate,0.45143097898152107,0.312194864243466,0.6666666666666666,0.0
symmetric,pe_seq,0.4668549510586662,0.506056032426367,1.0,0.0
symmetric,cf_only,0.0,0.17717393178378005,1.0,388.3666666666667
symmetric,full_rfl,0.19848394918728332,0.32879119471085666,1.0,95.41111111111111
symmetric,oracle_upper,0.0,0.17717393178378005,1.0,0.0
clean,immediate,0.17043245775212348,0.008173939153437792,0.6666666666666666,0.0
clean,pe_seq,0.3926527909291782,0.45249808397622604,1.0,0.0
clean,cf_only,0.0,0.17754121721086516,1.0,387.0
clean,full_rfl,0.18627771270224175,0.3300673856265879,1.0,94.92222222222222
clean,oracle_upper,0.0,0.17754121721086516,1.0,0.0
symmetric,immediate,0.43660548234109864,0.3583117717853816,0.7555555555555555,0.0
symmetric,pe_seq,0.4598638839027715,0.49938462194519595,1.0,0.0
symmetric,cf_only,0.0,0.17754121721086516,1.0,387.0
symmetric,full_rfl,0.19624357832936729,0.325133428513533,1.0,93.9888888888889
symmetric,oracle_upper,0.0,0.17754121721086516,1.0,0.0
clean,immediate,0.16936672858874355,0.006574477892298924,0.6666666666666666,0.0
clean,pe_seq,0.38959513068938556,0.4482623095380172,1.0,0.0
clean,cf_only,0.0,0.17606254436342256,1.0,388.18888888888887
clean,full_rfl,0.18608462744732676,0.3270353701604875,1.0,92.82222222222222
clean,oracle_upper,0.0,0.17606254436342256,1.0,0.0
symmetric,immediate,0.44081022588597024,0.30231657097490966,0.6888888888888889,0.0
symmetric,pe_seq,0.4598621887383381,0.501373712593581,1.0,0.0
symmetric,cf_only,0.0,0.17606254436342256,1.0,388.18888888888887
symmetric,full_rfl,0.19844078096674903,0.3261357846523036,1.0,91.28888888888889
symmetric,oracle_upper,0.0,0.17606254436342256,1.0,0.0
clean,immediate,0.16953316251857178,0.006824128787041256,0.6666666666666666,0.0
clean,pe_seq,0.38754585463677405,0.4468812582804657,1.0,0.0
clean,cf_only,0.0,0.1766912176587811,1.0,388.72222222222223
clean,full_rfl,0.18695411211464166,0.3266655547564228,1.0,93.18888888888888
clean,oracle_upper,0.0,0.1766912176587811,1.0,0.0
symmetric,immediate,0.49497089083105805,0.3974063486673514,0.6888888888888889,0.0
symmetric,pe_seq,0.47304848669265154,0.5116083620692233,1.0,0.0
symmetric,cf_only,0.0,0.1766912176587811,1.0,388.72222222222223
symmetric,full_rfl,0.19658570937134678,0.323015689748091,1.0,90.14444444444445
symmetric,oracle_upper,0.0,0.1766912176587811,1.0,0.0
clean,immediate,0.1701596309827555,0.00793041279852611,0.6666666666666666,0.0
clean,pe_seq,0.39079544932395655,0.4508151776130682,1.0,0.0
clean,cf_only,0.0,0.1776628989414579,1.0,387.25555555555553
clean,full_rfl,0.18633343379136474,0.3278063342495058,1.0,93.46666666666667
clean,oracle_upper,0.0,0.1776628989414579,1.0,0.0
symmetric,immediate,0.4402019296055744,0.3058652414861523,0.6444444444444445,0.0
symmetric,pe_seq,0.4603749568758551,0.498669311346081,1.0,0.0
symmetric,cf_only,0.0,0.1776628989414579,1.0,387.25555555555553
symmetric,full_rfl,0.20405846447375922,0.33139384790871684,1.0,93.3
symmetric,oracle_upper,0.0,0.1776628989414579,1.0,0.0
clean,immediate,0.17043495204091524,0.008176813070556437,0.6666666666666666,0.0
clean,pe_seq,0.39233279074632826,0.45248811795541277,1.0,0.0
clean,cf_only,0.0,0.17742476650672473,1.0,386.0777777777778
clean,full_rfl,0.18607637898013468,0.32781234728921005,1.0,93.68888888888888
clean,oracle_upper,0.0,0.17742476650672473,1.0,0.0
symmetric,immediate,0.47460754745785033,0.4074834351906335,0.7444444444444445,0.0
symmetric,pe_seq,0.46457456012496434,0.5081976330362755,1.0,0.0
symmetric,cf_only,0.0,0.17742476650672473,1.0,386.0777777777778
symmetric,full_rfl,0.19791097204546307,0.3307973842210376,1.0,94.27777777777777
symmetric,oracle_upper,0.0,0.17742476650672473,1.0,0.0
