n_seeds,mean_diff,cohens_dz,p_sign_flip,ci95_lo,ci95_hi,condition,metric,algo_a,algo_b
50,0.016813567472535974,20.851880525803395,0.0,0.016591940114765023,0.01703223857883299,clean,ae_mean,full_rfl,immediate
50,0.3204579212178463,176.47241718590115,0.0,0.319934019412191,0.32092563358464715,clean,wur_mean,full_rfl,immediate
50,-0.2772813432990647,-5.683885042050263,0.0,-0.2904292357300762,-0.2637828487156042,symmetric,ae_mean,full_rfl,immediate
50,-0.035286284231454405,-0.6313951026061814,0.0,-0.050836585566579565,-0.020289233652934155,symmetric,wur_mean,full_rfl,immediate
